Intent,Utterance,Response,Language,Keywords,Confidence Threshold
Operating Hours,d0 u 0p3n @ll d@y?,"Our hours of operation are Monday to Sunday, 9 AM to 5 PM.",English,"hours, open, close, schedule, timing",0.7
Packages and Payments,wh@ts ung b@yad ng l3sson?,"We offer the following packages: PACKAGE 1 ?2,000 - Face-to-Face Theoretical Driving Course + Practical Driving Course Motorcycle Advanced PACKAGE 2 ?4,300 - Face-to-Face Theoretical Driving Course + Practical Driving Course 4-Wheel Manual Transmission (8 hours) PACKAGE 3 ?4,700 - Face-to-Face Theoretical Driving Course + Practical Driving Course 4-Wheel Automatic Transmission (8 hours) PACKAGE 4 ?5,200 - Practical Driving Course 4-Wheel Manual Transmission (8 hours) + Practical Driving Course Motorcycle Advanced PACKAGE 5 ?5,500 - Practical Driving Course 4-Wheel Automatic Transmission (8 hours) + Practical Driving Course Motorcycle Advanced PACKAGE 6 ?5,600 - Face-to-Face Theoretical Driving Course + Practical Driving Course 4-Wheel Manual Transmission (8 hours) + Practical Driving Course Motorcycle Advanced PACKAGE 7 ?6,000 - Face-to-Face Theoretical Driving Course + Practical Driving Course 4-Wheel Automatic Transmission (8 hours) + Practical Driving Course Motorcycle Advanced You can choose to pay in installments. A 50% down payment is required upon registration, with the remaining balance due on the first day of classes. Payment methods include GCash, Cash, and Bank Transfer.",Filipino,"package,payment,pay,price,cost,fee,amount,downpayment",0.65
Packages and Payments,Wht paymnt methods u acpt?,"We offer the following packages: PACKAGE 1 ?2,000 - Face-to-Face Theoretical Driving Course + Practical Driving Course Motorcycle Advanced PACKAGE 2 ?4,300 - Face-to-Face Theoretical Driving Course + Practical Driving Course 4-Wheel Manual Transmission (8 hours) PACKAGE 3 ?4,700 - Face-to-Face Theoretical Driving Course + Practical Driving Course 4-Wheel Automatic Transmission (8 hours) PACKAGE 4 ?5,200 - Practical Driving Course 4-Wheel Manual Transmission (8 hours) + Practical Driving Course Motorcycle Advanced PACKAGE 5 ?5,500 - Practical Driving Course 4-Wheel Automatic Transmission (8 hours) + Practical Driving Course Motorcycle Advanced PACKAGE 6 ?5,600 - Face-to-Face Theoretical Driving Course + Practical Driving Course 4-Wheel Manual Transmission (8 hours) + Practical Driving Course Motorcycle Advanced PACKAGE 7 ?6,000 - Face-to-Face Theoretical Driving Course + Practical Driving Course 4-Wheel Automatic Transmission (8 hours) + Practical Driving Course Motorcycle Advanced You can choose to pay in installments. A 50% down payment is required upon registration, with the remaining balance due on the first day of classes. Payment methods include GCash, Cash, and Bank Transfer.",English,"package,payment,pay,price,cost,fee,amount,downpayment",0.65
Packages and Payments,What is the f33 to p@y?,"We offer the following packages: PACKAGE 1 ?2,000 - Face-to-Face Theoretical Driving Course + Practical Driving Course Motorcycle Advanced PACKAGE 2 ?4,300 - Face-to-Face Theoretical Driving Course + Practical Driving Course 4-Wheel Manual Transmission (8 hours) PACKAGE 3 ?4,700 - Face-to-Face Theoretical Driving Course + Practical Driving Course 4-Wheel Automatic Transmission (8 hours) PACKAGE 4 ?5,200 - Practical Driving Course 4-Wheel Manual Transmission (8 hours) + Practical Driving Course Motorcycle Advanced PACKAGE 5 ?5,500 - Practical Driving Course 4-Wheel Automatic Transmission (8 hours) + Practical Driving Course Motorcycle Advanced PACKAGE 6 ?5,600 - Face-to-Face Theoretical Driving Course + Practical Driving Course 4-Wheel Manual Transmission (8 hours) + Practical Driving Course Motorcycle Advanced PACKAGE 7 ?6,000 - Face-to-Face Theoretical Driving Course + Practical Driving Course 4-Wheel Automatic Transmission (8 hours) + Practical Driving Course Motorcycle Advanced You can choose to pay in installments. A 50% down payment is required upon registration, with the remaining balance due on the first day of classes. Payment methods include GCash, Cash, and Bank Transfer.",English,"package,payment,pay,price,cost,fee,amount,downpayment",0.65
Packages and Payments,P@no ang discount for full p@yment?,"We offer the following packages: PACKAGE 1 ?2,000 - Face-to-Face Theoretical Driving Course + Practical Driving Course Motorcycle Advanced PACKAGE 2 ?4,300 - Face-to-Face Theoretical Driving Course + Practical Driving Course 4-Wheel Manual Transmission (8 hours) PACKAGE 3 ?4,700 - Face-to-Face Theoretical Driving Course + Practical Driving Course 4-Wheel Automatic Transmission (8 hours) PACKAGE 4 ?5,200 - Practical Driving Course 4-Wheel Manual Transmission (8 hours) + Practical Driving Course Motorcycle Advanced PACKAGE 5 ?5,500 - Practical Driving Course 4-Wheel Automatic Transmission (8 hours) + Practical Driving Course Motorcycle Advanced PACKAGE 6 ?5,600 - Face-to-Face Theoretical Driving Course + Practical Driving Course 4-Wheel Manual Transmission (8 hours) + Practical Driving Course Motorcycle Advanced PACKAGE 7 ?6,000 - Face-to-Face Theoretical Driving Course + Practical Driving Course 4-Wheel Automatic Transmission (8 hours) + Practical Driving Course Motorcycle Advanced You can choose to pay in installments. A 50% down payment is required upon registration, with the remaining balance due on the first day of classes. Payment methods include GCash, Cash, and Bank Transfer.",Filipino,"package,payment,pay,price,cost,fee,amount,downpayment",0.65
Packages and Payments,Nagbibigay ba kayo ng financing options?,"We offer the following packages: PACKAGE 1 ?2,000 - Face-to-Face Theoretical Driving Course + Practical Driving Course Motorcycle Advanced PACKAGE 2 ?4,300 - Face-to-Face Theoretical Driving Course + Practical Driving Course 4-Wheel Manual Transmission (8 hours) PACKAGE 3 ?4,700 - Face-to-Face Theoretical Driving Course + Practical Driving Course 4-Wheel Automatic Transmission (8 hours) PACKAGE 4 ?5,200 - Practical Driving Course 4-Wheel Manual Transmission (8 hours) + Practical Driving Course Motorcycle Advanced PACKAGE 5 ?5,500 - Practical Driving Course 4-Wheel Automatic Transmission (8 hours) + Practical Driving Course Motorcycle Advanced PACKAGE 6 ?5,600 - Face-to-Face Theoretical Driving Course + Practical Driving Course 4-Wheel Manual Transmission (8 hours) + Practical Driving Course Motorcycle Advanced PACKAGE 7 ?6,000 - Face-to-Face Theoretical Driving Course + Practical Driving Course 4-Wheel Automatic Transmission (8 hours) + Practical Driving Course Motorcycle Advanced You can choose to pay in installments. A 50% down payment is required upon registration, with the remaining balance due on the first day of classes. Payment methods include GCash, Cash, and Bank Transfer.",Filipino,"package,payment,pay,price,cost,fee,amount,downpayment",0.65
Packages and Payments,How do I p0st the fees?,"We offer the following packages: PACKAGE 1 ?2,000 - Face-to-Face Theoretical Driving Course + Practical Driving Course Motorcycle Advanced PACKAGE 2 ?4,300 - Face-to-Face Theoretical Driving Course + Practical Driving Course 4-Wheel Manual Transmission (8 hours) PACKAGE 3 ?4,700 - Face-to-Face Theoretical Driving Course + Practical Driving Course 4-Wheel Automatic Transmission (8 hours) PACKAGE 4 ?5,200 - Practical Driving Course 4-Wheel Manual Transmission (8 hours) + Practical Driving Course Motorcycle Advanced PACKAGE 5 ?5,500 - Practical Driving Course 4-Wheel Automatic Transmission (8 hours) + Practical Driving Course Motorcycle Advanced PACKAGE 6 ?5,600 - Face-to-Face Theoretical Driving Course + Practical Driving Course 4-Wheel Manual Transmission (8 hours) + Practical Driving Course Motorcycle Advanced PACKAGE 7 ?6,000 - Face-to-Face Theoretical Driving Course + Practical Driving Course 4-Wheel Automatic Transmission (8 hours) + Practical Driving Course Motorcycle Advanced You can choose to pay in installments. A 50% down payment is required upon registration, with the remaining balance due on the first day of classes. Payment methods include GCash, Cash, and Bank Transfer.",English,"package,payment,pay,price,cost,fee,amount,downpayment",0.65
Packages and Payments,Ano ang mga benepisyo ng premium package niyo?,"We offer the following packages: PACKAGE 1 ?2,000 - Face-to-Face Theoretical Driving Course + Practical Driving Course Motorcycle Advanced PACKAGE 2 ?4,300 - Face-to-Face Theoretical Driving Course + Practical Driving Course 4-Wheel Manual Transmission (8 hours) PACKAGE 3 ?4,700 - Face-to-Face Theoretical Driving Course + Practical Driving Course 4-Wheel Automatic Transmission (8 hours) PACKAGE 4 ?5,200 - Practical Driving Course 4-Wheel Manual Transmission (8 hours) + Practical Driving Course Motorcycle Advanced PACKAGE 5 ?5,500 - Practical Driving Course 4-Wheel Automatic Transmission (8 hours) + Practical Driving Course Motorcycle Advanced PACKAGE 6 ?5,600 - Face-to-Face Theoretical Driving Course + Practical Driving Course 4-Wheel Manual Transmission (8 hours) + Practical Driving Course Motorcycle Advanced PACKAGE 7 ?6,000 - Face-to-Face Theoretical Driving Course + Practical Driving Course 4-Wheel Automatic Transmission (8 hours) + Practical Driving Course Motorcycle Advanced You can choose to pay in installments. A 50% down payment is required upon registration, with the remaining balance due on the first day of classes. Payment methods include GCash, Cash, and Bank Transfer.",Filipino,"package,payment,pay,price,cost,fee,amount,downpayment",0.65
Packages and Payments,h0w d0 I 0rder a p@ck@ge?,"We offer the following packages: PACKAGE 1 ?2,000 - Face-to-Face Theoretical Driving Course + Practical Driving Course Motorcycle Advanced PACKAGE 2 ?4,300 - Face-to-Face Theoretical Driving Course + Practical Driving Course 4-Wheel Manual Transmission (8 hours) PACKAGE 3 ?4,700 - Face-to-Face Theoretical Driving Course + Practical Driving Course 4-Wheel Automatic Transmission (8 hours) PACKAGE 4 ?5,200 - Practical Driving Course 4-Wheel Manual Transmission (8 hours) + Practical Driving Course Motorcycle Advanced PACKAGE 5 ?5,500 - Practical Driving Course 4-Wheel Automatic Transmission (8 hours) + Practical Driving Course Motorcycle Advanced PACKAGE 6 ?5,600 - Face-to-Face Theoretical Driving Course + Practical Driving Course 4-Wheel Manual Transmission (8 hours) + Practical Driving Course Motorcycle Advanced PACKAGE 7 ?6,000 - Face-to-Face Theoretical Driving Course + Practical Driving Course 4-Wheel Automatic Transmission (8 hours) + Practical Driving Course Motorcycle Advanced You can choose to pay in installments. A 50% down payment is required upon registration, with the remaining balance due on the first day of classes. Payment methods include GCash, Cash, and Bank Transfer.",English,"package,payment,pay,price,cost,fee,amount,downpayment",0.65
Packages and Payments,Puwede bang palitan ang package pagkatapos simulan ang lessons?,"We offer the following packages: PACKAGE 1 ?2,000 - Face-to-Face Theoretical Driving Course + Practical Driving Course Motorcycle Advanced PACKAGE 2 ?4,300 - Face-to-Face Theoretical Driving Course + Practical Driving Course 4-Wheel Manual Transmission (8 hours) PACKAGE 3 ?4,700 - Face-to-Face Theoretical Driving Course + Practical Driving Course 4-Wheel Automatic Transmission (8 hours) PACKAGE 4 ?5,200 - Practical Driving Course 4-Wheel Manual Transmission (8 hours) + Practical Driving Course Motorcycle Advanced PACKAGE 5 ?5,500 - Practical Driving Course 4-Wheel Automatic Transmission (8 hours) + Practical Driving Course Motorcycle Advanced PACKAGE 6 ?5,600 - Face-to-Face Theoretical Driving Course + Practical Driving Course 4-Wheel Manual Transmission (8 hours) + Practical Driving Course Motorcycle Advanced PACKAGE 7 ?6,000 - Face-to-Face Theoretical Driving Course + Practical Driving Course 4-Wheel Automatic Transmission (8 hours) + Practical Driving Course Motorcycle Advanced You can choose to pay in installments. A 50% down payment is required upon registration, with the remaining balance due on the first day of classes. Payment methods include GCash, Cash, and Bank Transfer.",Filipino,"package,payment,pay,price,cost,fee,amount,downpayment",0.65
Packages and Payments,P@no ko 1-send yung reciept ng b@yad?,"We offer the following packages: PACKAGE 1 ?2,000 - Face-to-Face Theoretical Driving Course + Practical Driving Course Motorcycle Advanced PACKAGE 2 ?4,300 - Face-to-Face Theoretical Driving Course + Practical Driving Course 4-Wheel Manual Transmission (8 hours) PACKAGE 3 ?4,700 - Face-to-Face Theoretical Driving Course + Practical Driving Course 4-Wheel Automatic Transmission (8 hours) PACKAGE 4 ?5,200 - Practical Driving Course 4-Wheel Manual Transmission (8 hours) + Practical Driving Course Motorcycle Advanced PACKAGE 5 ?5,500 - Practical Driving Course 4-Wheel Automatic Transmission (8 hours) + Practical Driving Course Motorcycle Advanced PACKAGE 6 ?5,600 - Face-to-Face Theoretical Driving Course + Practical Driving Course 4-Wheel Manual Transmission (8 hours) + Practical Driving Course Motorcycle Advanced PACKAGE 7 ?6,000 - Face-to-Face Theoretical Driving Course + Practical Driving Course 4-Wheel Automatic Transmission (8 hours) + Practical Driving Course Motorcycle Advanced You can choose to pay in installments. A 50% down payment is required upon registration, with the remaining balance due on the first day of classes. Payment methods include GCash, Cash, and Bank Transfer.",Filipino,"package,payment,pay,price,cost,fee,amount,downpayment",0.65
Packages and Payments,h0w do I c0nfirm my payment?,"We offer the following packages: PACKAGE 1 ?2,000 - Face-to-Face Theoretical Driving Course + Practical Driving Course Motorcycle Advanced PACKAGE 2 ?4,300 - Face-to-Face Theoretical Driving Course + Practical Driving Course 4-Wheel Manual Transmission (8 hours) PACKAGE 3 ?4,700 - Face-to-Face Theoretical Driving Course + Practical Driving Course 4-Wheel Automatic Transmission (8 hours) PACKAGE 4 ?5,200 - Practical Driving Course 4-Wheel Manual Transmission (8 hours) + Practical Driving Course Motorcycle Advanced PACKAGE 5 ?5,500 - Practical Driving Course 4-Wheel Automatic Transmission (8 hours) + Practical Driving Course Motorcycle Advanced PACKAGE 6 ?5,600 - Face-to-Face Theoretical Driving Course + Practical Driving Course 4-Wheel Manual Transmission (8 hours) + Practical Driving Course Motorcycle Advanced PACKAGE 7 ?6,000 - Face-to-Face Theoretical Driving Course + Practical Driving Course 4-Wheel Automatic Transmission (8 hours) + Practical Driving Course Motorcycle Advanced You can choose to pay in installments. A 50% down payment is required upon registration, with the remaining balance due on the first day of classes. Payment methods include GCash, Cash, and Bank Transfer.",English,"package,payment,pay,price,cost,fee,amount,downpayment",0.65
Packages and Payments,Whn do I ned to py?,"We offer the following packages: PACKAGE 1 ?2,000 - Face-to-Face Theoretical Driving Course + Practical Driving Course Motorcycle Advanced PACKAGE 2 ?4,300 - Face-to-Face Theoretical Driving Course + Practical Driving Course 4-Wheel Manual Transmission (8 hours) PACKAGE 3 ?4,700 - Face-to-Face Theoretical Driving Course + Practical Driving Course 4-Wheel Automatic Transmission (8 hours) PACKAGE 4 ?5,200 - Practical Driving Course 4-Wheel Manual Transmission (8 hours) + Practical Driving Course Motorcycle Advanced PACKAGE 5 ?5,500 - Practical Driving Course 4-Wheel Automatic Transmission (8 hours) + Practical Driving Course Motorcycle Advanced PACKAGE 6 ?5,600 - Face-to-Face Theoretical Driving Course + Practical Driving Course 4-Wheel Manual Transmission (8 hours) + Practical Driving Course Motorcycle Advanced PACKAGE 7 ?6,000 - Face-to-Face Theoretical Driving Course + Practical Driving Course 4-Wheel Automatic Transmission (8 hours) + Practical Driving Course Motorcycle Advanced You can choose to pay in installments. A 50% down payment is required upon registration, with the remaining balance due on the first day of classes. Payment methods include GCash, Cash, and Bank Transfer.",English,"package,payment,pay,price,cost,fee,amount,downpayment",0.65
